orderId,currency,date,discount,designType,userId,total,subtotal,shipping,size
be6d8c97-6bea-11ed-bccb-72129961d375,DKK,2021-01-01 00:00:00,teamtc10,baby_sign,be6e2e33-6bea-11ed-a126-72129961d375,359.1,399,parcel_shop,medium
be6e2f17-6bea-11ed-b750-72129961d375,DKK,2021-01-01 00:00:00,teamtc10,family_tree,be6e2f40-6bea-11ed-878e-72129961d375,899.1,999,home_delivery,large
be6e2fae-6bea-11ed-ac88-72129961d375,DKK,2021-01-01 00:00:00,none,love_letter,be6e2fd7-6bea-11ed-91ea-72129961d375,399,399,parcel_shop,medium
be6e3030-6bea-11ed-bba0-72129961d375,DKK,2021-01-01 00:00:00,teamtc10,family_tree,be6e304c-6bea-11ed-aaf7-72129961d375,899.1,999,home_delivery,large
be6e30ba-6bea-11ed-8882-72129961d375,DKK,2021-01-01 00:00:00,none,love_letter,be6e30d9-6bea-11ed-88e4-72129961d375,499,499,parcel_shop,large
be6e315c-6bea-11ed-b68f-72129961d375,DKK,2021-01-01 00:00:00,none,quotable,be6e317a-6bea-11ed-870c-72129961d375,299,299,home_delivery,small
be6e31d4-6bea-11ed-b0b1-72129961d375,DKK,2021-01-01 00:00:00,none,family_tree,be6e31f0-6bea-11ed-9198-72129961d375,699,699,home_delivery,medium
be6e324c-6bea-11ed-9463-72129961d375,DKK,2021-01-01 00:00:00,teamtc10,pet_sign,be6e326b-6bea-11ed-b0f9-72129961d375,359.1,399,parcel_shop,medium
be6e331e-6bea-11ed-acf5-72129961d375,DKK,2021-01-03 00:00:00,none,baby_sign,be6e3345-6bea-11ed-a9bf-72129961d375,299,299,home_delivery,small
be6e33a1-6bea-11ed-84d4-72129961d375,DKK,2021-01-03 00:00:00,none,quotable,be6e33bd-6bea-11ed-9961-72129961d375,499,499,parcel_shop,large
be6e3417-6bea-11ed-88d1-72129961d375,DKK,2021-01-03 00:00:00,none,family_tree,be6e3435-6bea-11ed-aced-72129961d375,499,499,parcel_shop,small
be6e348f-6bea-11ed-8957-72129961d375,DKK,2021-01-03 00:00:00,none,custom_order,be6e34ae-6bea-11ed-838c-72129961d375,299,299,parcel_shop,small
be6e3511-6bea-11ed-b30a-72129961d375,DKK,2021-01-04 00:00:00,none,love_letter,be6e3530-6bea-11ed-907b-72129961d375,499,499,home_delivery,large
be6e358a-6bea-11ed-9877-72129961d375,DKK,2021-01-04 00:00:00,teamtc10,love_letter,be6e383d-6bea-11ed-b421-72129961d375,449.1,499,home_delivery,large
be6e38ab-6bea-11ed-8dd1-72129961d375,DKK,2021-01-04 00:00:00,none,quotable,be6e38c7-6bea-11ed-83e1-72129961d375,299,299,parcel_shop,small
be6e3921-6bea-11ed-95d9-72129961d375,DKK,2021-01-04 00:00:00,none,family_tree,be6e3940-6bea-11ed-8771-72129961d375,699,699,parcel_shop,medium
be6e39a3-6bea-11ed-bf9c-72129961d375,DKK,2021-01-06 00:00:00,none,family_tree,be6e39ca-6bea-11ed-b0ae-72129961d375,499,499,home_delivery,small
be6e3a26-6bea-11ed-9b01-72129961d375,DKK,2021-01-06 00:00:00,none,family_tree,be6e3a45-6bea-11ed-afd2-72129961d375,699,699,home_delivery,medium
be6e3ab3-6bea-11ed-ab98-72129961d375,DKK,2021-01-08 00:00:00,none,family_tree,be6e3acf-6bea-11ed-8220-72129961d375,499,499,parcel_shop,small
be6e3b28-6bea-11ed-ad67-72129961d375,DKK,2021-01-08 00:00:00,none,family_tree,be6e3b47-6bea-11ed-81a9-72129961d375,499,499,home_delivery,small
be6e3ba3-6bea-11ed-a250-72129961d375,DKK,2021-01-08 00:00:00,none,pet_sign,be6e3bc0-6bea-11ed-b2a7-72129961d375,299,299,parcel_shop,small
be6e3c19-6bea-11ed-a5f9-72129961d375,DKK,2021-01-08 00:00:00,none,family_tree,be6e3c35-6bea-11ed-b4cc-72129961d375,699,699,parcel_shop,medium
be6e3c9c-6bea-11ed-9a5b-72129961d375,DKK,2021-01-09 00:00:00,teamtc10,custom_order,be6e3cba-6bea-11ed-bef1-72129961d375,449.1,499,parcel_shop,large
be6e3d1e-6bea-11ed-a208-72129961d375,DKK,2021-01-09 00:00:00,none,quotable,be6e3d3d-6bea-11ed-8f78-72129961d375,399,399,parcel_shop,medium
be6e3d9e-6bea-11ed-9dae-72129961d375,DKK,2021-01-10 00:00:00,none,love_letter,be6e3dbd-6bea-11ed-adda-72129961d375,499,499,parcel_shop,large
be6e3e19-6bea-11ed-9163-72129961d375,DKK,2021-01-10 00:00:00,none,love_letter,be6e3e54-6bea-11ed-a847-72129961d375,399,399,parcel_shop,medium
be6e3eae-6bea-11ed-b0dc-72129961d375,DKK,2021-01-10 00:00:00,none,pet_sign,be6e3eca-6bea-11ed-b739-72129961d375,499,499,home_delivery,large
be6e3f1c-6bea-11ed-99fc-72129961d375,DKK,2021-01-10 00:00:00,none,love_letter,be6e3f38-6bea-11ed-b9cf-72129961d375,299,299,parcel_shop,small
be6e3f8a-6bea-11ed-b17d-72129961d375,DKK,2021-01-10 00:00:00,none,baby_sign,be6e3fb3-6bea-11ed-9354-72129961d375,499,499,parcel_shop,large
be6e4000-6bea-11ed-828d-72129961d375,DKK,2021-01-10 00:00:00,none,love_letter,be6e4028-6bea-11ed-823d-72129961d375,499,499,home_delivery,large
be6e407a-6bea-11ed-af8c-72129961d375,DKK,2021-01-10 00:00:00,teamtc10,quotable,be6e40a1-6bea-11ed-bff1-72129961d375,269.1,299,parcel_shop,small
be6e4138-6bea-11ed-bd8e-72129961d375,DKK,2021-01-11 00:00:00,none,custom_order,be6e4157-6bea-11ed-8689-72129961d375,399,399,parcel_shop,medium
be6e41b0-6bea-11ed-982f-72129961d375,DKK,2021-01-11 00:00:00,none,love_letter,be6e41cc-6bea-11ed-b6f0-72129961d375,499,499,home_delivery,large
be6e421e-6bea-11ed-a34e-72129961d375,DKK,2021-01-11 00:00:00,none,love_letter,be6e423a-6bea-11ed-b716-72129961d375,499,499,home_delivery,large
be6e4294-6bea-11ed-ba8b-72129961d375,DKK,2021-01-11 00:00:00,none,custom_order,be6e42b5-6bea-11ed-a856-72129961d375,499,499,parcel_shop,large
be6e4302-6bea-11ed-9609-72129961d375,DKK,2021-01-11 00:00:00,none,quotable,be6e432b-6bea-11ed-89e7-72129961d375,399,399,home_delivery,medium
be6e4387-6bea-11ed-b836-72129961d375,DKK,2021-01-11 00:00:00,none,family_tree,be6e43a3-6bea-11ed-82b4-72129961d375,999,999,home_delivery,large
be6e43fd-6bea-11ed-825b-72129961d375,DKK,2021-01-11 00:00:00,none,family_tree,be6e441c-6bea-11ed-abcf-72129961d375,699,699,home_delivery,medium
be6e4480-6bea-11ed-b51c-72129961d375,DKK,2021-01-12 00:00:00,none,family_tree,be6e449c-6bea-11ed-b43e-72129961d375,699,699,parcel_shop,medium
be6e44f8-6bea-11ed-bbfb-72129961d375,DKK,2021-01-12 00:00:00,none,quotable,be6e4533-6bea-11ed-9998-72129961d375,399,399,parcel_shop,medium
